0	6.91121e-310	6.95721e-310
0.01	6.96887e-310	7.02221e-310
0.02	6.96926e-310	7.58274e-312
0.03	6.96926e-310	7.58274e-312
0.04	6.96926e-310	7.58274e-312
0.05	6.96926e-310	7.58274e-312
0.06	6.96926e-310	7.58274e-312
0.07	6.96926e-310	7.58274e-312
0.08	6.96926e-310	7.58274e-312
0.09	6.96926e-310	7.58274e-312
0.1	6.96926e-310	7.58274e-312
0.11	6.96926e-310	7.58274e-312
0.12	6.96926e-310	7.58274e-312
0.13	6.96926e-310	7.58274e-312
0.14	6.96926e-310	7.58274e-312
0.15	6.96926e-310	7.58274e-312
0.16	6.96926e-310	7.58274e-312
0.17	6.96926e-310	7.58274e-312
0.18	6.96926e-310	7.58274e-312
0.19	6.96926e-310	7.58274e-312
0.2	6.96926e-310	7.58274e-312
0.21	6.96926e-310	7.58274e-312
0.22	6.96926e-310	7.58274e-312
0.23	6.96926e-310	7.58274e-312
0.24	6.96926e-310	7.58274e-312
0.25	6.96926e-310	7.58274e-312
0.26	6.96926e-310	7.58274e-312
0.27	6.96926e-310	7.58274e-312
0.28	6.96926e-310	7.58274e-312
0.29	6.96926e-310	7.58274e-312
0.3	6.96926e-310	7.58274e-312
0.31	6.96926e-310	7.58274e-312
0.32	6.96926e-310	7.58274e-312
0.33	6.96926e-310	7.58274e-312
0.34	6.96926e-310	7.58274e-312
0.35	6.96926e-310	7.58274e-312
0.36	6.96926e-310	7.58274e-312
0.37	6.96926e-310	7.58274e-312
0.38	6.96926e-310	7.58274e-312
0.39	6.96926e-310	7.58274e-312
0.4	6.96926e-310	7.58274e-312
0.41	6.96926e-310	7.58274e-312
0.42	6.96926e-310	7.58274e-312
0.43	6.96926e-310	7.58274e-312
0.44	6.96926e-310	7.58274e-312
0.45	6.96926e-310	7.58274e-312
0.46	6.96926e-310	7.58274e-312
0.47	6.96926e-310	7.58274e-312
0.48	6.96926e-310	7.58274e-312
0.49	6.96926e-310	7.58274e-312
0.5	6.96926e-310	7.58274e-312
0.51	6.96926e-310	7.58274e-312
0.52	6.96926e-310	7.58274e-312
0.53	6.96926e-310	7.58274e-312
0.54	6.96926e-310	7.58274e-312
0.55	6.96926e-310	7.58274e-312
0.56	6.96926e-310	7.58274e-312
0.57	6.96926e-310	7.58274e-312
0.58	6.96926e-310	7.58274e-312
0.59	6.96926e-310	7.58274e-312
0.6	6.96926e-310	7.58274e-312
0.61	6.96926e-310	7.58274e-312
0.62	6.96926e-310	7.58274e-312
0.63	6.96926e-310	7.58274e-312
0.64	6.96926e-310	7.58274e-312
0.65	6.96926e-310	7.58274e-312
0.66	6.96926e-310	7.58274e-312
0.67	6.96926e-310	7.58274e-312
0.68	6.96926e-310	7.58274e-312
0.69	6.96926e-310	7.58274e-312
0.7	6.96926e-310	7.58274e-312
0.71	6.96926e-310	7.58274e-312
0.72	6.96926e-310	7.58274e-312
0.73	6.96926e-310	7.58274e-312
0.74	6.96926e-310	7.58274e-312
0.75	6.96926e-310	7.58274e-312
0.76	6.96926e-310	7.58274e-312
0.77	6.96926e-310	7.58274e-312
0.78	6.96926e-310	7.58274e-312
0.79	6.96926e-310	7.58274e-312
0.8	6.96926e-310	7.58274e-312
0.81	6.96926e-310	7.58274e-312
0.82	6.96926e-310	7.58274e-312
0.83	6.96926e-310	7.58274e-312
0.84	6.96926e-310	7.58274e-312
0.85	6.96926e-310	7.58274e-312
0.86	6.96926e-310	7.58274e-312
0.87	6.96926e-310	7.58274e-312
0.88	6.96926e-310	7.58274e-312
0.89	6.96926e-310	7.58274e-312
0.9	6.96926e-310	7.58274e-312
0.91	6.96926e-310	7.58274e-312
0.92	6.96926e-310	7.58274e-312
0.93	6.96926e-310	7.58274e-312
0.94	6.96926e-310	7.58274e-312
0.95	6.96926e-310	7.58274e-312
0.96	6.96926e-310	7.58274e-312
0.97	6.96926e-310	7.58274e-312
0.98	6.96926e-310	7.58274e-312
0.99	6.96926e-310	7.58274e-312
1	6.96926e-310	7.58274e-312
1.01	6.96926e-310	7.58274e-312
1.02	6.96926e-310	7.58274e-312
1.03	6.96926e-310	7.58274e-312
1.04	6.96926e-310	7.58274e-312
1.05	6.96926e-310	7.58274e-312
1.06	6.96926e-310	7.58274e-312
1.07	6.96926e-310	7.58274e-312
1.08	6.96926e-310	7.58274e-312
1.09	6.96926e-310	7.58274e-312
1.1	6.96926e-310	7.58274e-312
1.11	6.96926e-310	7.58274e-312
1.12	6.96926e-310	7.58274e-312
1.13	6.96926e-310	7.58274e-312
1.14	6.96926e-310	7.58274e-312
1.15	6.96926e-310	7.58274e-312
1.16	6.96926e-310	7.58274e-312
1.17	6.96926e-310	7.58274e-312
1.18	6.96926e-310	7.58274e-312
1.19	6.96926e-310	7.58274e-312
1.2	6.96926e-310	7.58274e-312
1.21	6.96926e-310	7.58274e-312
1.22	6.96926e-310	7.58274e-312
1.23	6.96926e-310	7.58274e-312
1.24	6.96926e-310	7.58274e-312
1.25	6.96926e-310	7.58274e-312
1.26	6.96926e-310	7.58274e-312
1.27	6.96926e-310	7.58274e-312
1.28	6.96926e-310	7.58274e-312
1.29	6.96926e-310	7.58274e-312
1.3	6.96926e-310	7.58274e-312
1.31	6.96926e-310	7.58274e-312
